0,1,2,3,4,5,6,7,8,9,10
cream cheese ,shopping bags,,,,,,,,,
pastry,specialty bar,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
berries,soda,flower (seeds),,,,,,,,
rolls/buns,misc. beverages,,,,,,,,,
pastry,berries,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
frankfurter,sliced cheese,sugar,,,,,,,,
rolls/buns,grapes,,,,,,,,,
bathroom cleaner,whole milk,,,,,,,,,
misc. beverages,soda,,,,,,,,,
meat,butter milk,,,,,,,,,
other vegetables,sausage,rolls/buns,domestic eggs,waffles,whole milk,,,,,
pet care,whole milk,curd,frozen vegetables,,,,,,,
brown bread,whole milk,,,,,,,,,
pork,rolls/buns,,,,,,,,,
whipped/sour cream,yogurt,candy,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
specialty chocolate,fruit/vegetable juice,fruit/vegetable juice,rolls/buns,,,,,,,
butter,other vegetables,soda,yogurt,UHT-milk,,,,,,
beef,butter,,,,,,,,,
whole milk,curd,yogurt,candy,,,,,,,
butter milk,white wine,,,,,,,,,
dessert,beverages,frozen meals,red/blush wine,,,,,,,
spread cheese,other vegetables,whole milk,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
bottled beer,specialty chocolate,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
packaged fruit/vegetables,dog food,,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
soda,candy,,,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
other vegetables,frozen fish,,,,,,,,,
canned beer,berries,male cosmetics,fruit/vegetable juice,,,,,,,
root vegetables,salt,,,,,,,,,
bottled water,bottled beer,,,,,,,,,
butter,bottled water,bottled water,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
tropical fruit,dishes,,,,,,,,,
soda,hard cheese,,,,,,,,,
whole milk,frozen fish,,,,,,,,,
beef,citrus fruit,tropical fruit,coffee,fruit/vegetable juice,specialty chocolate,,,,,
yogurt,waffles,,,,,,,,,
whole milk,bottled water,,,,,,,,,
tropical fruit,root vegetables,candy,yogurt,rolls/buns,,,,,,
ham,chewing gum,frozen vegetables,,,,,,,,
frozen dessert,yogurt,,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
other vegetables,zwieback,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
soda,tropical fruit,specialty chocolate,root vegetables,,,,,,,
pork,pip fruit,,,,,,,,,
chicken,curd,,,,,,,,,
soups,specialty bar,soda,whipped/sour cream,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
pork,spread cheese,,,,,,,,,
flower (seeds),whipped/sour cream,specialty chocolate,bottled water,,,,,,,
onions,other vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
soda,herbs,canned beer,soda,seasonal products,dishes,yogurt,mayonnaise,flower (seeds),,
root vegetables,yogurt,,,,,,,,,
soda,frozen meals,soft cheese,curd,,,,,,,
citrus fruit,female sanitary products,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
cream cheese ,fruit/vegetable juice,,,,,,,,,
pork,pip fruit,,,,,,,,,
root vegetables,misc. beverages,,,,,,,,,
finished products,whole milk,,,,,,,,,
whole milk,butter,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
chicken,flower (seeds),onions,rolls/buns,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
canned beer,soda,,,,,,,,,
rolls/buns,photo/film,,,,,,,,,
turkey,yogurt,,,,,,,,,
sausage,semi-finished bread,,,,,,,,,
other vegetables,instant coffee,instant coffee,hygiene articles,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
citrus fruit,roll products ,frozen vegetables,,,,,,,,
frankfurter,chocolate,pip fruit,margarine,butter,napkins,,,,,
herbs,domestic eggs,,,,,,,,,
light bulbs,frozen vegetables,liquor,citrus fruit,butter,chewing gum,cream cheese ,rolls/buns,,,
root vegetables,curd,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
bottled water,other vegetables,coffee,soda,,,,,,,
sausage,chocolate,newspapers,,,,,,,,
pork,soda,,,,,,,,,
citrus fruit,soda,whipped/sour cream,,,,,,,,
root vegetables,dog food,,,,,,,,,
white wine,whole milk,misc. beverages,,,,,,,,
frankfurter,whole milk,whole milk,specialty bar,,,,,,,
beef,frozen meals,pastry,white wine,whipped/sour cream,,,,,,
chicken,butter,,,,,,,,,
canned beer,whole milk,frankfurter,frankfurter,dishes,rolls/buns,pip fruit,canned vegetables,,,
whole milk,canned fish,,,,,,,,,
ham,whole milk,whole milk,soda,,,,,,,
soda,mustard,,,,,,,,,
bottled beer,frozen dessert,rolls/buns,berries,rice,white bread,,,,,
photo/film,white wine,other vegetables,brown bread,canned fish,margarine,sliced cheese,,,,
bottled water,frankfurter,dessert,root vegetables,,,,,,,
bottled water,yogurt,beef,berries,chocolate,butter,,,,,
pork,specialty chocolate,,,,,,,,,
cling film/bags,other vegetables,,,,,,,,,
soda,cake bar,,,,,,,,,
pork,canned fish,zwieback,frozen vegetables,,,,,,,
soda,yogurt,,,,,,,,,
brown bread,soda,,,,,,,,,
berries,fruit/vegetable juice,,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
misc. beverages,artif. sweetener,newspapers,fruit/vegetable juice,,,,,,,
bottled beer,oil,,,,,,,,,
whole milk,pastry,,,,,,,,,
tropical fruit,detergent,rolls/buns,coffee,,,,,,,
onions,root vegetables,,,,,,,,,
frozen vegetables,other vegetables,napkins,,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,
soda,whole milk,,,,,,,,,
UHT-milk,pastry,,,,,,,,,
frozen fish,whole milk,tropical fruit,butter,coffee,,,,,,
other vegetables,whole milk,soda,,,,,,,,
brown bread,sparkling wine,,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
shopping bags,butter milk,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
hamburger meat,sugar,,,,,,,,,
dish cleaner,pet care,,,,,,,,,
berries,yogurt,,,,,,,,,
sausage,bottled water,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
tropical fruit,hamburger meat,,,,,,,,,
cat food,yogurt,candy,,,,,,,,
tropical fruit,soda,,,,,,,,,
sausage,whole milk,detergent,rolls/buns,,,,,,,
bottled water,soda,,,,,,,,,
chicken,pip fruit,,,,,,,,,
specialty bar,candy,margarine,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
pip fruit,frozen fish,,,,,,,,,
white bread,whipped/sour cream,,,,,,,,,
brown bread,pastry,,,,,,,,,
chewing gum,frozen vegetables,,,,,,,,,
whipped/sour cream,specialty fat,,,,,,,,,
ice cream,salty snack,,,,,,,,,
bottled water,rolls/buns,popcorn,,,,,,,,
canned beer,brown bread,,,,,,,,,
candles,canned beer,,,,,,,,,
ice cream,yogurt,oil,,,,,,,,
onions,sliced cheese,,,,,,,,,
beef,butter milk,,,,,,,,,
whole milk,whole milk,,,,,,,,,
root vegetables,canned fish,hygiene articles,,,,,,,,
frankfurter,specialty bar,,,,,,,,,
herbs,rolls/buns,,,,,,,,,
canned beer,dessert,frozen meals,,,,,,,,
domestic eggs,chocolate,,,,,,,,,
whole milk,root vegetables,rolls/buns,whipped/sour cream,,,,,,,
newspapers,canned beer,,,,,,,,,
beef,bottled beer,specialty chocolate,yogurt,whole milk,,,,,,
other vegetables,citrus fruit,rolls/buns,,,,,,,,
chicken,rolls/buns,,,,,,,,,
frankfurter,chicken,meat,bottled beer,other vegetables,pastry,misc. beverages,root vegetables,salt,,
bottled water,beverages,,,,,,,,,
beverages,sausage,whole milk,citrus fruit,whole milk,,,,,,
other vegetables,whole milk,,,,,,,,,
frozen vegetables,red/blush wine,,,,,,,,,
sausage,dessert,,,,,,,,,
yogurt,pork,UHT-milk,specialty bar,,,,,,,
canned fish,newspapers,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
candy,long life bakery product,,,,,,,,,
red/blush wine,pastry,,,,,,,,,
pip fruit,whipped/sour cream,rolls/buns,,,,,,,,
chocolate,sugar,coffee,,,,,,,,
citrus fruit,brown bread,candy,domestic eggs,,,,,,,
whole milk,root vegetables,,,,,,,,,
pastry,tropical fruit,citrus fruit,coffee,,,,,,,
semi-finished bread,salty snack,waffles,frozen dessert,,,,,,,
ham,misc. beverages,,,,,,,,,
yogurt,soda,,,,,,,,,
meat spreads,yogurt,,,,,,,,,
whole milk,whole milk,ham,pip fruit,hard cheese,frozen fish,shopping bags,pot plants,,,
pastry,meat,,,,,,,,,
dish cleaner,shopping bags,,,,,,,,,
soda,onions,pastry,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
pastry,curd,bottled beer,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
frankfurter,other vegetables,bottled beer,,,,,,,,
oil,yogurt,,,,,,,,,
other vegetables,soda,fruit/vegetable juice,,,,,,,,
soda,hard cheese,,,,,,,,,
whole milk,whole milk,,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
frozen vegetables,butter,,,,,,,,,
rolls/buns,berries,shopping bags,rice,,,,,,,
oil,ready soups,,,,,,,,,
ham,cream cheese ,other vegetables,oil,candy,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
root vegetables,pastry,specialty chocolate,,,,,,,,
frankfurter,margarine,,,,,,,,,
yogurt,citrus fruit,pastry,,,,,,,,
whole milk,other vegetables,,,,,,,,,
cream cheese ,yogurt,,,,,,,,,
curd,dessert,,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
ice cream,pip fruit,root vegetables,rolls/buns,long life bakery product,,,,,,
fruit/vegetable juice,detergent,yogurt,snack products,,,,,,,
soda,UHT-milk,dessert,napkins,,,,,,,
bottled beer,packaged fruit/vegetables,,,,,,,,,
newspapers,dishes,,,,,,,,,
meat,butter milk,,,,,,,,,
whole milk,frankfurter,candles,grapes,herbs,other vegetables,yogurt,,,,
frankfurter,soda,,,,,,,,,
cream cheese ,frozen vegetables,,,,,,,,,
misc. beverages,citrus fruit,napkins,,,,,,,,
onions,hygiene articles,,,,,,,,,
butter milk,packaged fruit/vegetables,,,,,,,,,
salty snack,chocolate,,,,,,,,,
canned beer,beef,,,,,,,,,
beverages,rolls/buns,,,,,,,,,
meat spreads,mayonnaise,,,,,,,,,
ham,onions,baking powder,,,,,,,,
sausage,soda,,,,,,,,,
butter,coffee,,,,,,,,,
fruit/vegetable juice,frozen vegetables,,,,,,,,,
photo/film,citrus fruit,chewing gum,,,,,,,,
white bread,citrus fruit,sugar,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
pork,specialty cheese,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
pastry,canned beer,mustard,yogurt,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
sausage,onions,misc. beverages,,,,,,,,
rolls/buns,chicken,shopping bags,hard cheese,,,,,,,
white wine,rolls/buns,,,,,,,,,
canned beer,soda,,,,,,,,,
liver loaf,canned beer,tropical fruit,canned vegetables,,,,,,,
butter milk,yogurt,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
other vegetables,sausage,onions,whole milk,chocolate,,,,,,
grapes,whole milk,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
butter,whole milk,,,,,,,,,
pip fruit,butter,soda,,,,,,,,
other vegetables,butter milk,long life bakery product,,,,,,,,
whole milk,whole milk,semi-finished bread,brandy,,,,,,,
beef,domestic eggs,,,,,,,,,
meat,newspapers,cleaner,,,,,,,,
pork,house keeping products,,,,,,,,,
coffee,packaged fruit/vegetables,pickled vegetables,,,,,,,,
dog food,sausage,dessert,shopping bags,,,,,,,
salt,citrus fruit,,,,,,,,,
pastry,syrup,,,,,,,,,
pastry,Instant food products,,,,,,,,,
rolls/buns,chocolate,,,,,,,,,
other vegetables,margarine,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
vinegar,rolls/buns,,,,,,,,,
whole milk,canned beer,,,,,,,,,
citrus fruit,herbs,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
pork,whole milk,beverages,soda,,,,,,,
bottled beer,chicken,baking powder,curd,,,,,,,
house keeping products,cat food,,,,,,,,,
root vegetables,canned beer,,,,,,,,,
beef,rolls/buns,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
chicken,yogurt,waffles,,,,,,,,
ham,whole milk,pastry,herbs,herbs,newspapers,chewing gum,whole milk,,,
root vegetables,sliced cheese,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
fish,root vegetables,chocolate,,,,,,,,
citrus fruit,pastry,rolls/buns,,,,,,,,
whole milk,white bread,frozen vegetables,,,,,,,,
meat,sausage,baking powder,pastry,,,,,,,
sausage,canned beer,kitchen towels,,,,,,,,
sliced cheese,pastry,onions,,,,,,,,
whole milk,chocolate,,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
hygiene articles,other vegetables,,,,,,,,,
soda,whole milk,shopping bags,,,,,,,,
soda,other vegetables,,,,,,,,,
curd,napkins,,,,,,,,,
canned vegetables,chocolate marshmallow,,,,,,,,,
beef,fruit/vegetable juice,,,,,,,,,
brown bread,whole milk,,,,,,,,,
UHT-milk,shopping bags,,,,,,,,,
fruit/vegetable juice,root vegetables,,,,,,,,,
chicken,yogurt,,,,,,,,,
citrus fruit,citrus fruit,,,,,,,,,
citrus fruit,whole milk,rolls/buns,,,,,,,,
root vegetables,newspapers,,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
chicken,organic products,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
frozen meals,napkins,,,,,,,,,
soda,hard cheese,,,,,,,,,
sausage,citrus fruit,butter,specialty bar,salty snack,,,,,,
soda,soda,oil,,,,,,,,
bottled beer,whole milk,shopping bags,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
herbs,pot plants,cake bar,,,,,,,,
domestic eggs,whole milk,onions,misc. beverages,,,,,,,
whole milk,whipped/sour cream,long life bakery product,,,,,,,,
tropical fruit,newspapers,,,,,,,,,
other vegetables,pip fruit,fruit/vegetable juice,,,,,,,,
pork,specialty chocolate,,,,,,,,,
berries,UHT-milk,newspapers,,,,,,,,
newspapers,shopping bags,,,,,,,,,
soda,other vegetables,,,,,,,,,
domestic eggs,fruit/vegetable juice,,,,,,,,,
hamburger meat,soda,pastry,newspapers,,,,,,,
tropical fruit,whole milk,whole milk,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
specialty bar,domestic eggs,,,,,,,,,
hamburger meat,chewing gum,curd,,,,,,,,
rolls/buns,instant coffee,,,,,,,,,
whipped/sour cream,beverages,,,,,,,,,
sausage,chicken,frozen vegetables,whole milk,packaged fruit/vegetables,,,,,,
butter,waffles,,,,,,,,,
pastry,hard cheese,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
frankfurter,canned fish,beverages,,,,,,,,
sausage,pip fruit,hard cheese,frozen vegetables,,,,,,,
rolls/buns,margarine,whipped/sour cream,,,,,,,,
pastry,coffee,newspapers,,,,,,,,
tropical fruit,rolls/buns,frozen fish,,,,,,,,
chocolate,curd,shopping bags,,,,,,,,
dessert,shopping bags,flour,,,,,,,,
meat,rum,,,,,,,,,
detergent,tropical fruit,shopping bags,soft cheese,,,,,,,
other vegetables,cat food,bottled water,,,,,,,,
soda,whole milk,,,,,,,,,
butter,potato products,,,,,,,,,
tropical fruit,napkins,long life bakery product,,,,,,,,
dishes,dessert,,,,,,,,,
onions,long life bakery product,,,,,,,,,
beverages,yogurt,,,,,,,,,
pip fruit,margarine,,,,,,,,,
newspapers,newspapers,,,,,,,,,
pip fruit,sliced cheese,fruit/vegetable juice,,,,,,,,
frankfurter,berries,tropical fruit,rolls/buns,,,,,,,
cat food,white bread,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
beverages,hamburger meat,other vegetables,canned beer,,,,,,,
pork,domestic eggs,,,,,,,,,
sausage,pastry,whole milk,,,,,,,,
hamburger meat,curd,,,,,,,,,
berries,other vegetables,,,,,,,,,
beef,chicken,,,,,,,,,
soda,domestic eggs,sliced cheese,soda,,,,,,,
whole milk,bottled water,,,,,,,,,
tropical fruit,soft cheese,shopping bags,,,,,,,,
shopping bags,curd,hard cheese,,,,,,,,
photo/film,pip fruit,butter,liquor (appetizer),bottled beer,sweet spreads,,,,,
rolls/buns,rolls/buns,,,,,,,,,
root vegetables,misc. beverages,,,,,,,,,
sausage,seasonal products,,,,,,,,,
grapes,chewing gum,curd cheese,,,,,,,,
pip fruit,pastry,,,,,,,,,
soda,shopping bags,coffee,,,,,,,,
other vegetables,white bread,,,,,,,,,
pip fruit,specialty chocolate,,,,,,,,,
root vegetables,butter,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
coffee,cling film/bags,,,,,,,,,
processed cheese,whole milk,rolls/buns,margarine,,,,,,,
pork,root vegetables,,,,,,,,,
bottled beer,white bread,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
white wine,butter,frozen fish,,,,,,,,
shopping bags,canned beer,,,,,,,,,
domestic eggs,hamburger meat,shopping bags,,,,,,,,
soda,shopping bags,,,,,,,,,
whole milk,margarine,,,,,,,,,
sausage,grapes,berries,curd,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
bottled water,whole milk,,,,,,,,,
UHT-milk,coffee,yogurt,,,,,,,,
bottled water,margarine,,,,,,,,,
sausage,long life bakery product,,,,,,,,,
pot plants,soda,hygiene articles,,,,,,,,
whole milk,frozen potato products,,,,,,,,,
white wine,rolls/buns,soda,white bread,,,,,,,
waffles,pudding powder,,,,,,,,,
root vegetables,spread cheese,,,,,,,,,
frankfurter,zwieback,other vegetables,liquor,bottled water,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
tropical fruit,soda,whipped/sour cream,,,,,,,,
soda,hamburger meat,,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
frozen meals,pip fruit,dish cleaner,processed cheese,,,,,,,
soda,grapes,,,,,,,,,
butter,syrup,pickled vegetables,whole milk,,,,,,,
male cosmetics,canned beer,,,,,,,,,
whole milk,whole milk,sausage,newspapers,soda,flour,bottled water,liquor,,,
margarine,shopping bags,,,,,,,,,
frankfurter,cat food,,,,,,,,,
canned beer,rolls/buns,whole milk,grapes,,,,,,,
packaged fruit/vegetables,shopping bags,butter milk,,,,,,,,
other vegetables,other vegetables,liquor (appetizer),specialty bar,candles,red/blush wine,,,,,
sausage,pastry,,,,,,,,,
pork,dessert,,,,,,,,,
chicken,pastry,waffles,,,,,,,,
chicken,whole milk,butter,soda,,,,,,,
beverages,sugar,,,,,,,,,
sausage,whole milk,rolls/buns,,,,,,,,
dishes,butter milk,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
dessert,frozen vegetables,,,,,,,,,
butter,curd,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
other vegetables,candy,,,,,,,,,
pork,butter milk,,,,,,,,,
soda,soda,cereals,,,,,,,,
tropical fruit,curd,brown bread,pastry,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,
misc. beverages,long life bakery product,,,,,,,,,
root vegetables,chocolate marshmallow,,,,,,,,,
sausage,cake bar,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
whole milk,salt,,,,,,,,,
curd,other vegetables,,,,,,,,,
white bread,baking powder,,,,,,,,,
soft cheese,pip fruit,,,,,,,,,
soda,shopping bags,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
curd,waffles,,,,,,,,,
chicken,candy,sugar,,,,,,,,
sliced cheese,napkins,,,,,,,,,
rum,rolls/buns,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
ice cream,fruit/vegetable juice,cereals,,,,,,,,
pork,pork,frankfurter,frozen fish,waffles,napkins,rolls/buns,,,,
other vegetables,shopping bags,shopping bags,,,,,,,,
bottled beer,whole milk,,,,,,,,,
hamburger meat,detergent,flour,,,,,,,,
other vegetables,dishes,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
curd,root vegetables,dish cleaner,,,,,,,,
cream cheese ,pip fruit,citrus fruit,chicken,other vegetables,curd,specialty chocolate,pastry,,,
pip fruit,hamburger meat,butter,yogurt,,,,,,,
citrus fruit,whole milk,,,,,,,,,
beef,whole milk,fruit/vegetable juice,hygiene articles,,,,,,,
liquor (appetizer),yogurt,specialty chocolate,rolls/buns,,,,,,,
pip fruit,other vegetables,,,,,,,,,
frankfurter,Instant food products,,,,,,,,,
cat food,other vegetables,,,,,,,,,
dishes,yogurt,,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
pip fruit,beverages,margarine,soda,,,,,,,
bottled water,whole milk,,,,,,,,,
mustard,curd,,,,,,,,,
sausage,soda,,,,,,,,,
hard cheese,rolls/buns,root vegetables,napkins,,,,,,,
yogurt,whole milk,,,,,,,,,
yogurt,white bread,,,,,,,,,
tropical fruit,spread cheese,onions,mayonnaise,,,,,,,
root vegetables,hygiene articles,soda,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
soda,soda,roll products ,,,,,,,,
citrus fruit,whole milk,rolls/buns,pastry,whipped/sour cream,,,,,,
beef,yogurt,,,,,,,,,
sausage,bottled water,,,,,,,,,
herbs,packaged fruit/vegetables,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
yogurt,frozen potato products,,,,,,,,,
coffee,berries,,,,,,,,,
whole milk,whole milk,citrus fruit,light bulbs,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
other vegetables,soda,,,,,,,,,
meat,rolls/buns,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
sausage,grapes,,,,,,,,,
specialty cheese,onions,,,,,,,,,
semi-finished bread,dish cleaner,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
roll products ,specialty chocolate,,,,,,,,,
soda,other vegetables,,,,,,,,,
whipped/sour cream,coffee,,,,,,,,,
waffles,bottled water,,,,,,,,,
other vegetables,skin care,domestic eggs,,,,,,,,
photo/film,shopping bags,,,,,,,,,
mayonnaise,decalcifier,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
berries,soda,bottled beer,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
frozen vegetables,rolls/buns,,,,,,,,,
soda,rolls/buns,,,,,,,,,
berries,napkins,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
beef,yogurt,,,,,,,,,
chocolate marshmallow,other vegetables,,,,,,,,,
soda,cream cheese ,,,,,,,,,
sliced cheese,dessert,shopping bags,,,,,,,,
tropical fruit,soda,,,,,,,,,
other vegetables,soda,,,,,,,,,
oil,sparkling wine,,,,,,,,,
canned beer,yogurt,,,,,,,,,
